ingredient,fdc_id,description,data_type,brand_owner,source,flag,mapping_status,semantic_match_score,nutritional_similarity_score,reasoning,retry_attempts,search_queries_used,timestamp,nutrient-alanine,nutrient-alcohol,nutrient-alpha-carotene,nutrient-apigenin,nutrient-arginine,nutrient-ash,nutrient-aspartic-acid,nutrient-beta-carotene,nutrient-caffeine,nutrient-calcium,nutrient-calories-energy,nutrient-catechin,nutrient-cholesterol,nutrient-choline,nutrient-copper,nutrient-cryptoxanthin,nutrient-cyanidin,nutrient-cystine,nutrient-delphinidin,nutrient-dietary-fiber,nutrient-epicatechin,nutrient-epicatechin-3-gallate,nutrient-epigallocatechin,nutrient-epigallocatechin-3-gallate,nutrient-eriodictyol,nutrient-fluoride,nutrient-folate-folic-acid,nutrient-gallocatechin,nutrient-glutamic-acid,nutrient-glycemic-index,nutrient-glycemic-load,nutrient-glycine,nutrient-hesperetin,nutrient-histidine,nutrient-inflammation-score,nutrient-iron,nutrient-isoleucine,nutrient-isorhamnetin,nutrient-kaempferol,nutrient-leucine,nutrient-lutein-zeaxanthin,nutrient-luteolin,nutrient-lycopene,nutrient-lysine,nutrient-magnesium,nutrient-malvidin,nutrient-manganese,nutrient-methionine,nutrient-monounsaturated-fat,nutrient-mufa-16-1-palmitoleic,nutrient-mufa-18-1-oleic,nutrient-mufa-20-1,nutrient-mufa-22-1,nutrient-myricetin,nutrient-naringenin,nutrient-net-carbohydrates,nutrient-niacin-b3,nutrient-nutrition-score,nutrient-pelargonidin,nutrient-peonidin,nutrient-percent-calories-from-carbohydrates,nutrient-percent-calories-from-fat,nutrient-percent-calories-from-protein,nutrient-petunidin,nutrient-phenylalanine,nutrient-phosphorus,nutrient-polyunsaturated-fat,nutrient-potassium,nutrient-proline,nutrient-protein,nutrient-pufa-18-2-linoleic,nutrient-pufa-18-3-alpha-linolenic,nutrient-pufa-18-4,nutrient-pufa-20-4-arachidonic,nutrient-pufa-20-5-epa,nutrient-pufa-22-5-dpa,nutrient-pufa-22-6-dha,nutrient-quercetin,nutrient-retinol,nutrient-riboflavin-b2,nutrient-saturated-fat,nutrient-selenium,nutrient-serine,nutrient-sfa-10-0-capric,nutrient-sfa-12-0-lauric,nutrient-sfa-14-0-myristic,nutrient-sfa-16-0-palmitic,nutrient-sfa-18-0-stearic,nutrient-sfa-4-0-butyric,nutrient-sfa-6-0-caproic,nutrient-sfa-8-0-caprylic,nutrient-sodium,nutrient-theaflavin,nutrient-theaflavin-3-3-digallate,nutrient-theaflavin-3-gallate,nutrient-thearubigins,nutrient-theobromine,nutrient-thiamin-b1,nutrient-threonine,nutrient-total-carbohydrates,nutrient-total-fat,nutrient-total-sugars,nutrient-trans-fat,nutrient-tryptophan,nutrient-tyrosine,nutrient-valine,nutrient-vitamin-a-rae,nutrient-vitamin-b12,nutrient-vitamin-b5-pantothenic-acid,nutrient-vitamin-b6,nutrient-vitamin-c-ascorbic-acid,nutrient-vitamin-d,nutrient-vitamin-e-alpha-tocopherol,nutrient-vitamin-k-phylloquinone,nutrient-water,nutrient-zinc
whole nutmeg,171326,"Spices, nutmeg, ground",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,80,99.7,"Overall match is essentially exact. The USDA entry is for ground nutmeg, which on a 100 g dry basis is nutritionally equivalent to whole nutmeg; small lab/rounding differences are expected. High-weight macronutrients: calories differ by 0.14 kcal (524.86 vs 525; 0.03%); protein, total fat, and total carbs are identical (5.84 g, 36.31 g, 49.29 g). This yields a near-perfect macro match. Medium-weight vitamins/minerals: vitamin C, calcium, iron, and potassium are exact matches; vitamin D is expected at 0 and not reported by USDA for spices (assumed 0). Vitamin A is 5.0 mcg vs expected 1.5 mcg, a +3.5 mcg difference; while a large relative change to a very small baseline, it is nutritionally trivial (~0.4% of the 900 mcg DV) and within expected variability across datasets. Lower-weight others: saturated fat, fiber, and sodium are exact; total sugars are 2.99 g vs 3.04 g (−0.05 g; ~1.6% difference), well within analytical/rounding tolerance. Extra fatty acid details (MUFA/PUFA) and calories-from-fat provided by USDA align with expectations and were not penalized as they were not part of the expected set. Considering acceptable variation (whole vs ground form, sampling/rounding), this is an excellent match.",1,nutmeg whole,2026-01-09T22:14:50.833936,,,,,,2.34 g,,,,184.0 mg,2196.0 kJ,,,8.8 mg,1.027 mg,66.0 µg,,,,20.8 g,,,,,,,,,,,,,,,,3.04 mg,,,,,,,,,183.0 mg,,2.9 mg,,3.22 g,,,,,,,,1.299 mg,,,,,,,,,213.0 mg,0.35 g,350.0 mg,,5.84 g,,,,,,,,,,0.057 mg,25.94 g,1.6 µg,,,,,,,,,,16.0 mg,,,,,,0.346 mg,,49.29 g,36.31 g,2.99 g,,,,,5.0 µg,,,0.16 mg,3.0 mg,,,,6.23 g,2.15 mg
whole cloves,,,,,,NO_MAPPING_FOUND,semantic_mismatch,65,90,No semantically valid matches found after 3 attempts,3,"cloves whole, spices cloves raw, whole",2026-01-09T22:16:25.346175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ground cardamom,170919,"Spices, cardamom",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,cardamom ground OR spices cardamom,2026-01-09T22:19:48.527706,,,,,,5.78 g,,,,383.0 mg,1303.0 kJ,,,,0.383 mg,,,,,28.0 g,,,,,,,,,,,,,,,,13.97 mg,,,,,,,,,229.0 mg,,28.0 mg,,0.87 g,,,,,,,,1.102 mg,,,,,,,,,178.0 mg,0.43 g,1119.0 mg,,10.76 g,,,,,,,,,,0.182 mg,0.68 g,,,,,,,,,,,18.0 mg,,,,,,0.198 mg,,68.47 g,6.7 g,,,,,,,,,0.23 mg,21.0 mg,,,,8.28 g,7.47 mg
cardamom pods,170919,"Spices, cardamom",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,cardamom pods,2026-01-09T22:20:03.558499,,,,,,5.78 g,,,,383.0 mg,1303.0 kJ,,,,0.383 mg,,,,,28.0 g,,,,,,,,,,,,,,,,13.97 mg,,,,,,,,,229.0 mg,,28.0 mg,,0.87 g,,,,,,,,1.102 mg,,,,,,,,,178.0 mg,0.43 g,1119.0 mg,,10.76 g,,,,,,,,,,0.182 mg,0.68 g,,,,,,,,,,,18.0 mg,,,,,,0.198 mg,,68.47 g,6.7 g,,,,,,,,,0.23 mg,21.0 mg,,,,8.28 g,7.47 mg
ground cumin,170923,"Spices, cumin seed",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,100,"Macronutrients (40% weight): Calories 374.52 vs 375 (−0.13% difference), protein 17.81 vs 17.81, total fat 22.27 vs 22.27, and total carbs 44.24 vs 44.24 are essentially identical; the tiny calorie variance is typical rounding/measurement noise and has no practical impact. Key vitamins/minerals (30% weight): Vitamin A 64 vs 64, vitamin C 7.7 vs 7.7, calcium 931 vs 931, iron 66.36 vs 66.36, potassium 1788 vs 1788 are exact matches. Vitamin D is not listed in the USDA record for spices, which is expected because cumin contains 0 mcg; treating it as 0 yields an exact match. Other nutrients (30% weight): Saturated fat 1.53 vs 1.54 differs by 0.01 g (≈0.6%), which is trivial and well within expected analytical/rounding variance. Dietary fiber 10.50 vs 10.5, total sugars 2.25 vs 2.25, and sodium 168 vs 168 match exactly. Additional USDA details (poly- and monounsaturated fat and calories from fat) are consistent with the totals and do not contradict expected values. Context and acceptability: The ingredient is ground cumin; the USDA item is cumin seed. Grinding the seed does not alter composition per 100 g, so near-identity is expected. All observed variances are negligible and attributable to rounding or typical data-source precision. Result: Virtually perfect alignment across high-weight macronutrients and key micronutrients, with only minute, non-substantive differences, justifying a HIGH_CONFIDENCE match.",1,cumin ground,2026-01-09T22:21:16.273487,,,,,,7.62 g,,,,931.0 mg,1567.0 kJ,,,24.7 mg,0.867 mg,,,,,10.5 g,,,,,,,,,,,,,,,,66.36 mg,,,,,448.0 µg,,,,366.0 mg,,3.333 mg,,14.04 g,,,,,,,,4.579 mg,,,,,,,,,499.0 mg,3.279 g,1788.0 mg,,17.81 g,,,,,,,,,,0.327 mg,1.535 g,5.2 µg,,,,,,,,,,168.0 mg,,,,,,0.628 mg,,44.24 g,22.27 g,2.25 g,,,,,64.0 µg,,,0.435 mg,7.7 mg,,3.33 mg,5.4 µg,8.06 g,4.8 mg
ground coriander,170922,"Spices, coriander seed",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,coriander ground,2026-01-09T22:22:59.127309,,,,,,6.02 g,,,,709.0 mg,1245.0 kJ,,,,0.975 mg,,,,,41.9 g,,,,,,,,,,,,,,,,16.32 mg,,,,,,,,,330.0 mg,,1.9 mg,,13.58 g,,,,,,,,2.13 mg,,,,,,,,,409.0 mg,1.75 g,1267.0 mg,,12.37 g,,,,,,,,,,0.29 mg,0.99 g,26.2 µg,,,,,,,,,,35.0 mg,,,,,,0.239 mg,,54.99 g,17.77 g,,,,,,,,,,21.0 mg,,,,8.86 g,4.7 mg
smoked paprika,,,,,,NO_MAPPING_FOUND,semantic_mismatch,65,98,No semantically valid matches found after 3 attempts,3,"paprika smoked, paprika smoked raw, smoked",2026-01-09T22:23:12.469060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sweet paprika,171329,"Spices, paprika",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,paprika sweet,2026-01-09T22:26:47.941931,0.64 g,,,,0.89 g,7.74 g,2.85 g,,,229.0 mg,1181.0 kJ,,,51.5 mg,0.713 mg,6186.0 µg,,0.23 g,,34.9 g,,,,,,,,,2.26 g,,,0.78 g,,0.25 g,,21.14 mg,0.57 g,,,0.92 g,18944.0 µg,,,0.69 g,178.0 mg,,1.59 mg,0.2 g,1.695 g,,,,,,,,10.06 mg,,,,,,,,0.61 g,314.0 mg,7.766 g,2280.0 mg,2.31 g,14.14 g,,,,,,,,,,1.23 mg,2.14 g,6.3 µg,0.61 g,,,,,,,,,68.0 mg,,,,,,0.33 mg,0.49 g,53.99 g,,10.34 g,,0.07 g,0.38 g,0.75 g,2463.0 µg,,2.51 mg,2.141 mg,0.9 mg,,29.1 mg,80.3 µg,11.24 g,4.33 mg
hot paprika,171329,"Spices, paprika",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_high,88,98.6,"Spices, paprika aligns almost perfectly with expected hot paprika values across all categories. High-weight macronutrients: calories (+0.10%), protein (+0.3%), and carbs (-1.7%) are near-identical. Total fat isn’t explicitly listed in the USDA entry, but summing saturated + polyunsaturated + monounsaturated yields ~11.61 g vs expected 12.9 g (≈10% lower). This gap is plausibly due to unreported lipid fractions or rounding; paprika’s total fat often slightly exceeds the sum of fatty acid subtypes, so the effective total fat is likely very close to expected. Medium-weight vitamins/minerals match essentially exactly: vitamin A, C, D, calcium, potassium are identical; iron differs by only +0.2%. Lower-weight nutrients show minimal deviation: saturated fat is +1.9%, sugars +0.4%, fiber and sodium match exactly. Variety-related factors (hot vs sweet paprika) primarily affect capsaicinoids, not standard macro/micronutrient profiles; moisture and assay differences can also shift carb/fat marginally. Weighted scoring: macronutrients ≈97/100 (40% weight), vitamins/minerals ≈100/100 (30% weight), other nutrients ≈99.4/100 (30% weight), yielding ~98.6 overall. This is an excellent match (HIGH_CONFIDENCE).",1,paprika hot,2026-01-09T22:26:56.410057,0.64 g,,,,0.89 g,7.74 g,2.85 g,,,229.0 mg,1181.0 kJ,,,51.5 mg,0.713 mg,6186.0 µg,,0.23 g,,34.9 g,,,,,,,,,2.26 g,,,0.78 g,,0.25 g,,21.14 mg,0.57 g,,,0.92 g,18944.0 µg,,,0.69 g,178.0 mg,,1.59 mg,0.2 g,1.695 g,,,,,,,,10.06 mg,,,,,,,,0.61 g,314.0 mg,7.766 g,2280.0 mg,2.31 g,14.14 g,,,,,,,,,,1.23 mg,2.14 g,6.3 µg,0.61 g,,,,,,,,,68.0 mg,,,,,,0.33 mg,0.49 g,53.99 g,,10.34 g,,0.07 g,0.38 g,0.75 g,2463.0 µg,,2.51 mg,2.141 mg,0.9 mg,,29.1 mg,80.3 µg,11.24 g,4.33 mg
kosher salt,,,,,,NO_MAPPING_FOUND,semantic_mismatch,65,99,No semantically valid matches found after 3 attempts,3,"salt kosher, salt kosher raw, kosher",2026-01-09T22:28:24.281999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea salt,,,,,,NO_MAPPING_FOUND,semantic_mismatch,60,99,No semantically valid matches found after 3 attempts,3,"salt sea, salt sea raw, sea",2026-01-09T22:30:23.708502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
himalayan pink salt,,,,,,NO_MAPPING_FOUND,no_search_results,,,No search results found after 3 attempts with different queries,3,"salt himalayan pink, salt himalayan pink raw, himalayan",2026-01-09T22:32:59.124527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flaky sea salt,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"salt sea flake, salt sea raw, flaky",2026-01-09T22:34:50.427017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black peppercorns,170931,"Spices, pepper, black",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,98,,Direct mapping based on high semantic match score (98.0%). Step 4 (nutritional similarity) was skipped.,1,pepper black,2026-01-09T22:36:46.467882,0.616 g,,,,0.308 g,4.49 g,1.413 g,,,443.0 mg,1050.0 kJ,,,11.3 mg,1.33 mg,25.0 µg,,0.138 g,,25.3 g,,,,,,34.2 µg,,,1.413 g,,,0.441 g,,0.159 g,,9.71 mg,0.366 g,,,1.014 g,454.0 µg,,20.0 µg,0.244 g,171.0 mg,,12.753 mg,0.096 g,0.739 g,,,,,,,,1.143 mg,,,,,,,,0.446 g,158.0 mg,0.998 g,1329.0 mg,1.413 g,10.39 g,,,,,,,,,,0.18 mg,1.392 g,4.9 µg,0.409 g,,,,,,,,,20.0 mg,,,,,,0.108 mg,0.244 g,63.95 g,,0.64 g,,0.058 g,0.483 g,0.547 g,27.0 µg,,1.399 mg,0.291 mg,,,1.04 mg,163.7 µg,12.46 g,1.19 mg
white peppercorns,170933,"Spices, pepper, white",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,100,,Direct mapping based on high semantic match score (100.0%). Step 4 (nutritional similarity) was skipped.,1,pepper white,2026-01-09T22:37:05.203265,,,,,,1.59 g,,,,265.0 mg,1238.0 kJ,,,,0.91 mg,,,,,26.2 g,,,,,,,,,,,,,,,,14.31 mg,,,,,,,,,90.0 mg,,4.3 mg,,0.789 g,,,,,,,,0.212 mg,,,,,,,,,176.0 mg,0.616 g,73.0 mg,,10.4 g,,,,,,,,,,0.126 mg,0.626 g,3.1 µg,,,,,,,,,,5.0 mg,,,,,,0.022 mg,,68.61 g,2.12 g,,,,,,,,,0.1 mg,21.0 mg,,,,11.42 g,1.13 mg
pink peppercorns,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"pepper pink, pepper pink raw, spice peppercorns",2026-01-09T22:37:21.361617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szechuan peppercorns,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"szechuan peppercorn OR sichuan peppercorn OR szechuan peppercorns OR sichuan peppercorns OR zanthoxylum, spices pepper sichuan raw, spice peppercorns",2026-01-09T22:39:22.842564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chickpea pasta,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"pasta chickpea, pasta chickpea raw, chickpea",2026-01-09T22:41:37.674891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lentil pasta,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"pasta lentil, pasta lentil raw, legume lentil",2026-01-09T22:43:22.937785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multigrain bread,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"bread multigrain, bread multigrain raw, multigrain",2026-01-09T22:44:31.367167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sprouted grain bread,171850,"Bread, wheat, sprouted",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,96,,Direct mapping based on high semantic match score (96.0%). Step 4 (nutritional similarity) was skipped.,1,bread sprouted grain,2026-01-09T22:45:41.835792,,,,,,2.08 g,,,,,787.0 kJ,,,14.9 mg,0.208 mg,,,,,5.3 g,,,,,,,,,,,,,,,,1.89 mg,,,,,104.0 µg,,,,66.0 mg,,,,,,,,,,,,2.33 mg,,,,,,,,,176.0 mg,,198.0 mg,,13.16 g,,,,,,,,,,0.079 mg,,30.0 µg,,,,,,,,,,474.0 mg,,,,,,0.233 mg,,33.88 g,,2.63 g,,,,,,,,0.193 mg,,,0.34 mg,1.1 µg,50.88 g,1.25 mg
european butter,,,,,,NO_MAPPING_FOUND,semantic_mismatch,65,86,No semantically valid matches found after 3 attempts,3,"butter european style, butter unsalted raw, european",2026-01-09T22:45:58.110768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raw milk,,,,,,NO_MAPPING_FOUND,semantic_mismatch,,,No semantically valid matches found after 3 attempts,3,"milk raw, milk raw fresh, raw",2026-01-09T22:49:44.335857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild cheddar,328637,"Cheese, cheddar",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,cheese cheddar mild,2026-01-09T22:51:37.455258,,,,,,3.67 g,,,,707.0 mg,1710.0 kJ,,100.0 mg,,0.033 mg,,,,,,,,,,,,21.0 µg,,,,,,,,,0.16 mg,,,,,,,,,26.8 mg,,0.026 mg,,7.44 g,,,,,,,,0.052 mg,,,,,,,,,458.0 mg,1.18 g,77.0 mg,,23.3 g,,,,,,,,,316.0 µg,0.441 mg,19.2 g,28.3 µg,,,,,,,,,,654.0 mg,,,,,,0.029 mg,,2.44 g,0.225 g,0.33 g,1.14 g,,,,316.0 µg,1.06 µg,0.413 mg,0.069 mg,,,0.75 mg,2.4 µg,36.6 g,3.67 mg
aged cheddar,170899,"Cheese, cheddar, sharp, sliced",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,92,,Direct mapping based on high semantic match score (92.0%). Step 4 (nutritional similarity) was skipped.,1,cheddar aged cheese,2026-01-09T22:53:20.868326,0.838 g,,,,1.084 g,3.66 g,1.973 g,,,711.0 mg,1715.0 kJ,,99.0 mg,16.5 mg,0.035 mg,,,0.144 g,,,,,,,,,,,5.675 g,,,0.484 g,,0.71 g,,0.16 mg,1.289 g,,,2.434 g,,,,2.037 g,27.0 mg,,0.024 mg,0.587 g,8.428 g,,,,,,,,0.039 mg,,,,,,,,1.259 g,460.0 mg,1.433 g,76.0 mg,2.68 g,24.25 g,,,,,,,,,256.0 µg,0.434 mg,19.368 g,28.3 µg,1.394 g,,,,,,,,,644.0 mg,,,,,,0.027 mg,1.091 g,2.13 g,0.233 g,0.27 g,1.179 g,0.321 g,1.317 g,1.631 g,263.0 µg,0.88 µg,0.481 mg,0.075 mg,,1.0 µg,0.78 mg,2.4 µg,36.15 g,3.74 mg
white cheddar,328637,"Cheese, cheddar",Foundation,,search,HIGH_CONFIDENCE,search_verified_semantic_high,90,,Direct mapping based on high semantic match score (90.0%). Step 4 (nutritional similarity) was skipped.,1,cheese cheddar white,2026-01-09T22:53:45.157772,,,,,,3.67 g,,,,707.0 mg,1710.0 kJ,,100.0 mg,,0.033 mg,,,,,,,,,,,,21.0 µg,,,,,,,,,0.16 mg,,,,,,,,,26.8 mg,,0.026 mg,,7.44 g,,,,,,,,0.052 mg,,,,,,,,,458.0 mg,1.18 g,77.0 mg,,23.3 g,,,,,,,,,316.0 µg,0.441 mg,19.2 g,28.3 µg,,,,,,,,,,654.0 mg,,,,,,0.029 mg,,2.44 g,0.225 g,0.33 g,1.14 g,,,,316.0 µg,1.06 µg,0.413 mg,0.069 mg,,,0.75 mg,2.4 µg,36.6 g,3.67 mg
fresh mozzarella,170845,"Cheese, mozzarella, whole milk",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,mozzarella whole milk,2026-01-09T22:54:08.024282,0.707 g,,,,0.515 g,3.28 g,1.633 g,,,505.0 mg,1249.0 kJ,,79.0 mg,15.4 mg,0.011 mg,,,0.115 g,,,,,,,,,,,4.458 g,,,0.515 g,,0.515 g,,0.44 mg,1.135 g,,,1.826 g,,,,0.965 g,20.0 mg,,0.03 mg,0.515 g,6.573 g,,,,,,,,0.104 mg,,,,,,,,1.011 g,354.0 mg,0.765 g,76.0 mg,2.351 g,22.17 g,,,,,,,,,174.0 µg,0.283 mg,13.9 g,17.0 µg,0.735 g,,,,,,,,,486.0 mg,,,,,,0.03 mg,0.983 g,2.4 g,22.14 g,,,0.515 g,1.043 g,1.322 g,179.0 µg,2.28 µg,0.141 mg,0.037 mg,,0.4 µg,0.19 mg,2.3 µg,50.01 g,2.92 mg
low-moisture mozzarella,,,,,,NO_MAPPING_FOUND,food_data_not_found,99,,Semantic score (99.0%) was high but could not fetch food data for FDC ID 329370 after all retries,3,"mozzarella low moisture, cheese mozzarella low moisture raw, low-moisture",2026-01-09T22:54:39.650126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mozzarella di bufala,,,,,,NO_MAPPING_FOUND,semantic_mismatch,75,76.89,No semantically valid matches found after 3 attempts,3,"mozzarella di bufala, mozzarella buffalo, cheese mozzarella buffalo, mozzarella buffalo milk raw, mozzarella",2026-01-09T23:00:50.657787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parmesan wedge,170848,"Cheese, parmesan, hard",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,cheese parmesan,2026-01-09T23:12:46.710735,1.048 g,,,,1.317 g,6.04 g,2.236 g,,,1184.0 mg,1641.0 kJ,,68.0 mg,15.4 mg,0.032 mg,,,0.235 g,,,,,,,,,,,8.209 g,,,0.622 g,,1.384 g,,0.82 mg,1.894 g,,,3.452 g,,,,3.306 g,44.0 mg,,0.02 mg,0.958 g,7.515 g,,,,,,,,0.271 mg,,,,,,,,1.922 g,694.0 mg,0.569 g,92.0 mg,4.18 g,35.75 g,,,,,,,,,201.0 µg,0.332 mg,14.85 g,22.5 µg,2.068 g,,,,,,,,,1175.0 mg,,,,,,0.039 mg,1.317 g,3.22 g,25.0 g,0.11 g,,0.482 g,1.995 g,2.454 g,207.0 µg,1.2 µg,0.453 mg,0.091 mg,,0.5 µg,0.22 mg,1.7 µg,30.0 g,2.75 mg
parmigiano reggiano,170848,"Cheese, parmesan, hard",SR Legacy,,search,HIGH_CONFIDENCE,search_verified_semantic_high,95,,Direct mapping based on high semantic match score (95.0%). Step 4 (nutritional similarity) was skipped.,1,parmigiano reggiano parmesan cheese,2026-01-09T23:13:12.710100,1.048 g,,,,1.317 g,6.04 g,2.236 g,,,1184.0 mg,1641.0 kJ,,68.0 mg,15.4 mg,0.032 mg,,,0.235 g,,,,,,,,,,,8.209 g,,,0.622 g,,1.384 g,,0.82 mg,1.894 g,,,3.452 g,,,,3.306 g,44.0 mg,,0.02 mg,0.958 g,7.515 g,,,,,,,,0.271 mg,,,,,,,,1.922 g,694.0 mg,0.569 g,92.0 mg,4.18 g,35.75 g,,,,,,,,,201.0 µg,0.332 mg,14.85 g,22.5 µg,2.068 g,,,,,,,,,1175.0 mg,,,,,,0.039 mg,1.317 g,3.22 g,25.0 g,0.11 g,,0.482 g,1.995 g,2.454 g,207.0 µg,1.2 µg,0.453 mg,0.091 mg,,0.5 µg,0.22 mg,1.7 µg,30.0 g,2.75 mg
